outfpr,outffl,outfnm,outfdo
"S12TraOOC ","dBurS2OOC ",   5,"x"
"S12TraOOC ","dDigS1OOC ",   6,"x"
"S12TraOOC ","dDigS2OOC ",   7,"x"
"S12TraOON ","dResS1OON ",   1,"x"
"S12TraOON ","dResS2OON ",   2,"x"
"S12TraOON ","dBurS1OON ",   3,"x"
"S12TraOON ","dSWBuS1OON",   4,"x"
"S12TraOON ","dBurS2OON ",   5,"x"
"S12TraOON ","dDigS1OON ",   6,"x"
"S12TraOON ","dDigS2OON ",   7,"x"
"S12TraOOP ","dResS1OOP ",   1,"x"
"S12TraOOP ","dResS2OOP ",   2,"x"
"S12TraOOP ","dBurS1OOP ",   3,"x"
"S12TraOOP ","dSWBuS1OOP",   4,"x"
"S12TraOOP ","dBurS2OOP ",   5,"x"
"S12TraOOP ","dDigS1OOP ",   6,"x"
"S12TraOOP ","dDigS2OOP ",   7,"x"
"S12TraOOSi","dResS1OOSi",   1,"x"
"S12TraOOSi","dResS2OOSi",   2,"x"
"S12TraOOSi","dBurS1OOS ",   3,"x"
"S12TraOOSi","dSWBuS1OOS",   4," "
"S12TraOOSi","dBurS2OOS ",   5,"x"
"S12TraOOSi","dDigS1OOS ",   6,"x"
"S12TraOOSi","dDigS2OOS ",   7,"x"
"S12TraDiat","dResS1Diat",   1,"x"
"S12TraDiat","dResS2Diat",   2,"x"
"S12TraDiat","dBurS1Diat",   3,"x"
"S12TraDiat","dSWBuS1Dia",   4,"x"
"S12TraDiat","dBurS2Diat",   5,"x"
"S12TraDiat","dDigS1Diat",   6,"x"
"S12TraDiat","dDigS2Diat",   7,"x"
"ResN_DiaS1","dResS1DiDN",   1,"x"
"ResN_DiaS1","dResS1DiDP",   2,"x"
"ResN_DiaS1","dResS1DiDS",   3,"x"
"ResN_DiaS2","dResS2DiDN",   1,"x"
"ResN_DiaS2","dResS2DiDP",   2,"x"
"ResN_DiaS2","dResS2DiDS",   3,"x"
"S12TraMPB1","dResS1MPB1",   1,"x"
"S12TraMPB1","dResS2MPB1",   2,"x"
"S12TraMPB1","dBurS1MPB1",   3,"x"
"S12TraMPB1","dSWBurDum ",   4," "
"S12TraMPB1","dBurS2MPB1",   5,"x"
"S12TraMPB1","dDigS1MPB1",   6,"x"
"S12TraMPB1","dDigS2MPB1",   7,"x"
"S12TraMPB2","dResS1MPB2",   1,"x"
"S12TraMPB2","dResS2MPB2",   2,"x"
"S12TraMPB2","dBurS1MPB2",   3,"x"
"S12TraMPB2","dSWBurDum ",   4," "
"S12TraMPB2","dBurS2MPB2",   5,"x"
"S12TraMPB2","dDigS1MPB2",   6,"x"
"S12TraMPB2","dDigS2MPB2",   7,"x"
"S12TraIM1 ","dResS1IM1 ",   1,"x"
"S12TraIM1 ","dResS2IM1 ",   2,"x"
"S12TraIM1 ","dBurS1IM1 ",   3,"x"
"S12TraIM1 ","dSWBurDum ",   4," "
"S12TraIM1 ","dBurS2IM1 ",   5,"x"
"S12TraIM1 ","dDigS1IM1 ",   6,"x"
"S12TraIM1 ","dDigS2IM1 ",   7,"x"
"S12TraIM2 ","dResS1IM2 ",   1,"x"
"S12TraIM2 ","dResS2IM2 ",   2,"x"
"S12TraIM2 ","dBurS1IM2 ",   3,"x"
"S12TraIM2 ","dSWBurDum ",   4," "
"S12TraIM2 ","dBurS2IM2 ",   5,"x"
"S12TraIM2 ","dDigS1IM2 ",   6,"x"
"S12TraIM2 ","dDigS2IM2 ",   7,"x"
"S12TraIM3 ","dResS1IM3 ",   1,"x"
"S12TraIM3 ","dResS2IM3 ",   2,"x"
"S12TraIM3 ","dBurS1IM3 ",   3,"x"
"S12TraIM3 ","dSWBurDum ",   4," "
"S12TraIM3 ","dBurS2IM3 ",   5,"x"
"S12TraIM3 ","dDigS1IM3 ",   6,"x"
"S12TraIM3 ","dDigS2IM3 ",   7,"x"
"S12TraAAP ","dResS1AAP ",   1,"x"
"S12TraAAP ","dResS2AAP ",   2,"x"
"S12TraAAP ","dBurS1AAP ",   3,"x"
"S12TraAAP ","dSWBurDum ",   4," "
"S12TraAAP ","dBurS2AAP ",   5,"x"
"S12TraAAP ","dDigS1AAP ",   6,"x"
"S12TraAAP ","dDigS2AAP ",   7,"x"
"PartWK_Cd ","dSorpCd   ",   1," "
"PartWK_Cr ","dSorpCr   ",   1," "
"PartWK_Cu ","dSorpCu   ",   1," "
"PartWK_Hg ","dSorpHg   ",   1," "
"PartWK_Ni ","dSorpNi   ",   1," "
"PartWK_Pb ","dSorpPb   ",   1," "
"PartWK_As ","dSorpAs   ",   1," "
"PartWK_Va ","dSorpVa   ",   1," "
"PartWK_Zn ","dSorpZn   ",   1," "
"PartS1_Cd ","dSorpCdS1 ",   1," "
"PartS1_Cr ","dSorpCrS1 ",   1," "
"PartS1_Cu ","dSorpCuS1 ",   1," "
"PartS1_Hg ","dSorpHgS1 ",   1," "
"PartS1_Ni ","dSorpNiS1 ",   1," "
"PartS1_Pb ","dSorpPbS1 ",   1," "
"PartS1_As ","dSorpAsS1 ",   1," "
"PartS1_Va ","dSorpVaS1 ",   1," "
"PartS1_Zn ","dSorpZnS1 ",   1," "
"PartS2_Cd ","dSorpCdS2 ",   1," "
"PartS2_Cr ","dSorpCrS2 ",   1," "
"PartS2_Cu ","dSorpCuS2 ",   1," "
"PartS2_Hg ","dSorpHgS2 ",   1," "
"PartS2_Ni ","dSorpNiS2 ",   1," "
"PartS2_Pb ","dSorpPbS2 ",   1," "
"PartS2_As ","dSorpAsS2 ",   1," "
"PartS2_Va ","dSorpVaS2 ",   1," "
"PartS2_Zn ","dSorpZnS2 ",   1," "
"PartS1_153","dSorp153S1",   1," "
"PartS1_Atr","dSorpAtrS1",   1," "
"PartS1_BaP","dSorpBaPS1",   1," "
"PartS1_Diu","dSorpDiuS1",   1," "
"PartS1_Flu","dSorpFluS1",   1," "
"PartS1_HCB","dSorpHCBS1",   1," "
"PartS1_HCH","dSorpHCHS1",   1," "
"PartS1_Mef","dSorpMefS1",   1," "
"PartS2_153","dSorp153S2",   1," "
"PartS2_Atr","dSorpAtrS2",   1," "
"PartS2_BaP","dSorpBaPS2",   1," "
"PartS2_Diu","dSorpDiuS2",   1," "
"PartS2_Flu","dSorpFluS2",   1," "
"PartS2_HCB","dSorpHCBS2",   1," "
"PartS2_HCH","dSorpHCHS2",   1," "
"PartS2_Mef","dSorpMefS2",   1," "
"PartWK_153","dSorp153  ",   1," "
"PartWK_Atr","dSorpAtr  ",   1," "
"PartWK_BaP","dSorpBaP  ",   1," "
"PartWK_Diu","dSorpDiu  ",   1," "
"PartWK_Flu","dSorpFlu  ",   1," "
"PartWK_HCB","dSorpHCB  ",   1," "
"PartWK_HCH","dSorpHCH  ",   1," "
"PartWK_Mef","dSorpMef  ",   1," "
"UlvaFix_P ","dSedResALG",   1,"x"
"UlvaFix   ","dSedRes01 ",   1,"x"
"UlvaFix   ","dSedRes02 ",   2,"x"
"UlvaFix   ","dSedRes03 ",   3,"x"
"UlvaFix   ","dSedRes04 ",   4,"x"
"UlvaFix   ","dSedRes05 ",   5,"x"
"UlvaFix   ","dSedRes06 ",   6,"x"
"UlvaFix   ","dSedRes07 ",   7,"x"
"UlvaFix   ","dSedRes08 ",   8,"x"
"UlvaFix   ","dSedRes09 ",   9,"x"
"UlvaFix   ","dSedRes10 ",  10,"x"
"UlvaFix   ","dSedRes11 ",  11,"x"
"UlvaFix   ","dSedRes12 ",  12,"x"
"UlvaFix   ","dSedRes13 ",  13,"x"
"UlvaFix   ","dSedRes14 ",  14,"x"
"UlvaFix   ","dSedRes15 ",  15,"x"
"UlvaFix   ","dSedRes16 ",  16,"x"
"UlvaFix   ","dSedRes17 ",  17,"x"
"UlvaFix   ","dSedRes18 ",  18,"x"
"UlvaFix   ","dSedRes19 ",  19,"x"
"UlvaFix   ","dSedRes20 ",  20,"x"
"UlvaFix   ","dSedRes21 ",  21,"x"
"UlvaFix   ","dSedRes22 ",  22,"x"
"UlvaFix   ","dSedRes23 ",  23,"x"
"UlvaFix   ","dSedRes24 ",  24,"x"
"UlvaFix   ","dSedRes25 ",  25,"x"
"UlvaFix   ","dSedRes26 ",  26,"x"
"UlvaFix   ","dSedRes27 ",  27,"x"
"UlvaFix   ","dSedRes28 ",  28,"x"
"UlvaFix   ","dSedRes29 ",  29,"x"
"UlvaFix   ","dSedRes30 ",  30,"x"
"CONSBL    ","dGrzDisC  ",   1,"x"
"CONSBL    ","dGrzDisN  ",   2,"x"
"CONSBL    ","dGrzDisP  ",   3,"x"
"CONSBL    ","dGrzDisSi ",   4,"x"
"CONSBL    ","dGrzAlgC  ",   5,"x"
"CONSBL    ","dGrzAlgN  ",   6,"x"
"CONSBL    ","dGrzAlgP  ",   7,"x"
"CONSBL    ","dGrzAlgSi ",   8,"x"
"CONSBL    ","dGrzDetC  ",   9,"x"
"CONSBL    ","dGrzDetN  ",  10,"x"
"CONSBL    ","dGrzDetP  ",  11,"x"
"CONSBL    ","dGrzDetSi ",  12,"x"
"CONSBL    ","dGrzPOC1  ",  13,"x"
"CONSBL    ","dGrzPON1  ",  14,"x"
"CONSBL    ","dGrzPOP1  ",  15,"x"
"CONSBL    ","dGrzPOSi1 ",  16,"x"
"CONSBL    ","dGrzDetCS1",  17,"x"
"CONSBL    ","dGrzDetNS1",  18,"x"
"CONSBL    ","dGrzDetPS1",  19,"x"
"CONSBL    ","dGrzDetSS1",  20,"x"
"CONSBL    ","dGrzGreen ",  21,"x"
"CONSBL    ","dGrzDiat  ",  22,"x"
"CONSBL    ","dGrzPeli  ",  23,"x"
"CONSBL    ","dGrzPsam  ",  24,"x"
"CONSBL    ","dGrzALG01 ",  25,"x"
"CONSBL    ","dGrzALG02 ",  26,"x"
"CONSBL    ","dGrzALG03 ",  27,"x"
"CONSBL    ","dGrzALG04 ",  28,"x"
"CONSBL    ","dGrzALG05 ",  29,"x"
"CONSBL    ","dGrzALG06 ",  30,"x"
"CONSBL    ","dGrzALG07 ",  31,"x"
"CONSBL    ","dGrzALG08 ",  32,"x"
"CONSBL    ","dGrzALG09 ",  33,"x"
"CONSBL    ","dGrzALG10 ",  34,"x"
"CONSBL    ","dGrzALG11 ",  35,"x"
"CONSBL    ","dGrzALG12 ",  36,"x"
"CONSBL    ","dGrzALG13 ",  37,"x"
"CONSBL    ","dGrzALG14 ",  38,"x"
"CONSBL    ","dGrzALG15 ",  39,"x"
"CONSBL    ","dGrzALG16 ",  40,"x"
"CONSBL    ","dGrzALG17 ",  41,"x"
"CONSBL    ","dGrzALG18 ",  42,"x"
"CONSBL    ","dGrzALG19 ",  43,"x"
"CONSBL    ","dGrzALG20 ",  44,"x"
"CONSBL    ","dGrzALG21 ",  45,"x"
"CONSBL    ","dGrzALG22 ",  46,"x"
"CONSBL    ","dGrzALG23 ",  47,"x"
"CONSBL    ","dGrzALG24 ",  48,"x"
"CONSBL    ","dGrzALG25 ",  49,"x"
"CONSBL    ","dGrzALG26 ",  50,"x"
"CONSBL    ","dGrzALG27 ",  51,"x"
"CONSBL    ","dGrzALG28 ",  52,"x"
"CONSBL    ","dGrzALG29 ",  53,"x"
"CONSBL    ","dGrzALG30 ",  54,"x"
"Volat_153 ","dVolat153 ",   1,"x"
"Volat_HCB ","dVolatHCB ",   1,"x"
"Volat_HCH ","dVolatHCH ",   1,"x"
"Volat_Flu ","dVolatFlu ",   1,"x"
"Volat_BaP ","dVolatBaP ",   1,"x"
"Volat_Atr ","dVolatAtr ",   1,"x"
"Volat_Mef ","dVolatMef ",   1,"x"
"Volat_Diu ","dVolatDiu ",   1,"x"
"Los_WK_153","dLoss153  ",   1,"x"
"Los_WK_HCB","dLossHCB  ",   1,"x"
"Los_WK_HCH","dLossHCH  ",   1,"x"
"Los_WK_Flu","dLossFlu  ",   1,"x"
"Los_WK_BaP","dLossBaP  ",   1,"x"
"Los_WK_Atr","dLossAtr  ",   1,"x"
"Los_WK_Mef","dLossMef  ",   1,"x"
"Los_WK_Diu","dLossDiu  ",   1,"x"
"Los_S1_153","dLoss153S1",   1,"x"
"Los_S1_HCB","dLossHCBS1",   1,"x"
"Los_S1_HCH","dLossHCHS1",   1,"x"
"Los_S1_Flu","dLossFluS1",   1,"x"
"Los_S1_BaP","dLossBaPS1",   1,"x"
"Los_S1_Atr","dLossAtrS1",   1,"x"
"Los_S1_Mef","dLossMefS1",   1,"x"
"Los_S1_Diu","dLossDiuS1",   1,"x"
"Los_S2_153","dLoss153S2",   1,"x"
"Los_S2_HCB","dLossHCBS2",   1,"x"
"Los_S2_HCH","dLossHCHS2",   1,"x"
"Los_S2_Flu","dLossFluS2",   1,"x"
"Los_S2_BaP","dLossBaPS2",   1,"x"
"Los_S2_Atr","dLossAtrS2",   1,"x"
"Los_S2_Mef","dLossMefS2",   1,"x"
"Los_S2_Diu","dLossDiuS2",   1,"x"
"Sed_Cd    ","dSedCd    ",   1,"x"
"Sed_Cd    ","dSedCdS2  ",   2," "
"Sed_Cu    ","dSedCu    ",   1,"x"
"Sed_Cu    ","dSedCuS2  ",   2," "
"Sed_Zn    ","dSedZn    ",   1,"x"
"Sed_Zn    ","dSedZnS2  ",   2," "
"Sed_Hg    ","dSedHg    ",   1,"x"
"Sed_Hg    ","dSedHgS2  ",   2," "
"Sed_Ni    ","dSedNi    ",   1,"x"
"Sed_Ni    ","dSedNiS2  ",   2," "
"Sed_Pb    ","dSedPb    ",   1,"x"
"Sed_Pb    ","dSedPbS2  ",   2," "
"Sed_Cr    ","dSedCr    ",   1,"x"
"Sed_Cr    ","dSedCrS2  ",   2," "
"Sed_As    ","dSedAs    ",   1,"x"
"Sed_As    ","dSedAsS2  ",   2," "
"Sed_Va    ","dSedVa    ",   1,"x"
"Sed_Va    ","dSedVaS2  ",   2," "
"Sed_153   ","dSed153   ",   1,"x"
"Sed_HCB   ","dSedHCB   ",   1,"x"
"Sed_HCH   ","dSedHCH   ",   1,"x"
"Sed_Flu   ","dSedFlu   ",   1,"x"
"Sed_Bap   ","dSedBap   ",   1,"x"
"Sed_Atr   ","dSedAtr   ",   1,"x"
"Sed_Mef   ","dSedMef   ",   1,"x"
"Sed_Diu   ","dSedDiu   ",   1,"x"
"S12TraAs  ","dResS1As  ",   1,"x"
"S12TraAs  ","dResS2As  ",   2,"x"
"S12TraAs  ","dBurS1As  ",   3,"x"
"S12TraAs  ","dSWBurDum ",   4," "
"S12TraAs  ","dBurS2As  ",   5,"x"
"S12TraAs  ","dDigS1As  ",   6,"x"
"S12TraAs  ","dDigS2As  ",   7,"x"
"S12TraCd  ","dResS1Cd  ",   1,"x"
"S12TraCd  ","dResS2Cd  ",   2,"x"
"S12TraCd  ","dBurS1Cd  ",   3,"x"
"S12TraCd  ","dSWBurDum ",   4," "
"S12TraCd  ","dBurS2Cd  ",   5,"x"
"S12TraCd  ","dDigS1Cd  ",   6,"x"
"S12TraCd  ","dDigS2Cd  ",   7,"x"
"S12TraCr  ","dResS1Cr  ",   1,"x"
"S12TraCr  ","dResS2Cr  ",   2,"x"
"S12TraCr  ","dBurS1Cr  ",   3,"x"
"S12TraCr  ","dSWBurDum ",   4," "
"S12TraCr  ","dBurS2Cr  ",   5,"x"
"S12TraCr  ","dDigS1Cr  ",   6,"x"
"S12TraCr  ","dDigS2Cr  ",   7,"x"
"S12TraCu  ","dResS1Cu  ",   1,"x"
"S12TraCu  ","dResS2Cu  ",   2,"x"
"S12TraCu  ","dBurS1Cu  ",   3,"x"
"S12TraCu  ","dSWBurDum ",   4," "
"S12TraCu  ","dBurS2Cu  ",   5,"x"
"S12TraCu  ","dDigS1Cu  ",   6,"x"
"S12TraCu  ","dDigS2Cu  ",   7,"x"
"S12TraHg  ","dResS1Hg  ",   1,"x"
"S12TraHg  ","dResS2Hg  ",   2,"x"
"S12TraHg  ","dBurS1Hg  ",   3,"x"
"S12TraHg  ","dSWBurDum ",   4," "
"S12TraHg  ","dBurS2Hg  ",   5,"x"
"S12TraHg  ","dDigS1Hg  ",   6,"x"
"S12TraHg  ","dDigS2Hg  ",   7,"x"
"S12TraNi  ","dResS1Ni  ",   1,"x"
"S12TraNi  ","dResS2Ni  ",   2,"x"
"S12TraNi  ","dBurS1Ni  ",   3,"x"
"S12TraNi  ","dSWBurDum ",   4," "
"S12TraNi  ","dBurS2Ni  ",   5,"x"
"S12TraNi  ","dDigS1Ni  ",   6,"x"
"S12TraNi  ","dDigS2Ni  ",   7,"x"
"S12TraPb  ","dResS1Pb  ",   1,"x"
"S12TraPb  ","dResS2Pb  ",   2,"x"
"S12TraPb  ","dBurS1Pb  ",   3,"x"
"S12TraPb  ","dSWBurDum ",   4," "
"S12TraPb  ","dBurS2Pb  ",   5,"x"
"S12TraPb  ","dDigS1Pb  ",   6,"x"
"S12TraPb  ","dDigS2Pb  ",   7,"x"
"S12TraVa  ","dResS1Va  ",   1,"x"
"S12TraVa  ","dResS2Va  ",   2,"x"
"S12TraVa  ","dBurS1Va  ",   3,"x"
"S12TraVa  ","dSWBurDum ",   4," "
"S12TraVa  ","dBurS2Va  ",   5,"x"
"S12TraVa  ","dDigS1Va  ",   6,"x"
"S12TraVa  ","dDigS2Va  ",   7,"x"
"S12TraZn  ","dResS1Zn  ",   1,"x"
"S12TraZn  ","dResS2Zn  ",   2,"x"
"S12TraZn  ","dBurS1Zn  ",   3,"x"
"S12TraZn  ","dSWBurDum ",   4," "
"S12TraZn  ","dBurS2Zn  ",   5,"x"
"S12TraZn  ","dDigS1Zn  ",   6,"x"
"S12TraZn  ","dDigS2Zn  ",   7,"x"
"S12Tra153 ","dResS1153 ",   1,"x"
"S12Tra153 ","dResS2153 ",   2,"x"
"S12Tra153 ","dBurS1153 ",   3,"x"
"S12Tra153 ","dSWBurDum ",   4," "
"S12Tra153 ","dBurS2153 ",   5,"x"
"S12Tra153 ","dDigS1153 ",   6,"x"
"S12Tra153 ","dDigS2153 ",   7,"x"
"S12TraAtr ","dResS1Atr ",   1,"x"
"S12TraAtr ","dResS2Atr ",   2,"x"
"S12TraAtr ","dBurS1Atr ",   3,"x"
"S12TraAtr ","dSWBurDum ",   4," "
"S12TraAtr ","dBurS2Atr ",   5,"x"
"S12TraAtr ","dDigS1Atr ",   6,"x"
"S12TraAtr ","dDigS2Atr ",   7,"x"
"S12TraMef ","dResS1Mef ",   1,"x"
"S12TraMef ","dResS2Mef ",   2,"x"
"S12TraMef ","dBurS1Mef ",   3,"x"
"S12TraMef ","dSWBurDum ",   4," "
"S12TraMef ","dBurS2Mef ",   5,"x"
"S12TraMef ","dDigS1Mef ",   6,"x"
"S12TraMef ","dDigS2Mef ",   7,"x"
"S12TraDiu ","dResS1Diu ",   1,"x"
"S12TraDiu ","dResS2Diu ",   2,"x"
"S12TraDiu ","dBurS1Diu ",   3,"x"
"S12TraDiu ","dSWBurDum ",   4," "
"S12TraDiu ","dBurS2Diu ",   5,"x"
"S12TraDiu ","dDigS1Diu ",   6,"x"
"S12TraDiu ","dDigS2Diu ",   7,"x"
"S12TraBaP ","dResS1BaP ",   1,"x"
"S12TraBaP ","dResS2BaP ",   2,"x"
"S12TraBaP ","dBurS1BaP ",   3,"x"
"S12TraBaP ","dSWBurDum ",   4," "
"S12TraBaP ","dBurS2BaP ",   5,"x"
"S12TraBaP ","dDigS1BaP ",   6,"x"
"S12TraBaP ","dDigS2BaP ",   7,"x"
"S12TraOMP ","dResS1OMP ",   1,"x"
"S12TraOMP ","dResS2OMP ",   2,"x"
"S12TraOMP ","dBurS1OMP ",   3,"x"
"S12TraOMP ","dSWBurDum ",   4," "
"S12TraOMP ","dBurS2OMP ",   5,"x"
"S12TraOMP ","dDigS1OMP ",   6,"x"
"S12TraOMP ","dDigS2OMP ",   7,"x"
"S12TraFlu ","dResS1Flu ",   1,"x"
"S12TraFlu ","dResS2Flu ",   2,"x"
"S12TraFlu ","dBurS1Flu ",   3,"x"
"S12TraFlu ","dSWBurDum ",   4," "
"S12TraFlu ","dBurS2Flu ",   5,"x"
"S12TraFlu ","dDigS1Flu ",   6,"x"
"S12TraFlu ","dDigS2Flu ",   7,"x"
"S12TraHCB ","dResS1HCB ",   1,"x"
"S12TraHCB ","dResS2HCB ",   2,"x"
"S12TraHCB ","dBurS1HCB ",   3,"x"
"S12TraHCB ","dSWBurDum ",   4," "
"S12TraHCB ","dBurS2HCB ",   5,"x"
"S12TraHCB ","dDigS1HCB ",   6,"x"
"S12TraHCB ","dDigS2HCB ",   7,"x"
"S12TraHCH ","dResS1HCH ",   1,"x"
"S12TraHCH ","dResS2HCH ",   2,"x"
"S12TraHCH ","dBurS1HCH ",   3,"x"
"S12TraHCH ","dSWBurDum ",   4," "
"S12TraHCH ","dBurS2HCH ",   5,"x"
"S12TraHCH ","dDigS1HCH ",   6,"x"
"S12TraHCH ","dDigS2HCH ",   7,"x"
"Evap_Conti","dEvapConti",   1,"x"
"AtmDep_IM1","dAtmDepIM1",   1,"x"
"AtmDep_IM2","dAtmDepIM2",   1,"x"
"AtmDep_IM3","dAtmDepIM3",   1,"x"
"Dfwast_IM1","dDfwastIM1",   1,"x"
"Dfwast_IM2","dDfwastIM2",   1,"x"
"Dfwast_IM3","dDfwastIM3",   1,"x"
"AtmDep_NH4","dAtmDepNH4",   1,"x"
"AtmDep_NO3","dAtmDepNO3",   1,"x"
"AtmDep_PO4","dAtmDepPO4",   1,"x"
"AtmDep_SO4","dAtmDepSO4",   1,"x"
"AtmDep_153","dAtmDep153",   1,"x"
"AtmDep_HCB","dAtmDepHCB",   1,"x"
"AtmDep_HCH","dAtmDepHCH",   1,"x"
"AtmDep_Flu","dAtmDepFlu",   1,"x"
"AtmDep_Bap","dAtmDepBap",   1,"x"
"AtmDep_Atr","dAtmDepAtr",   1,"x"
"AtmDep_Mef","dAtmDepMef",   1,"x"
"AtmDep_Diu","dAtmDepDiu",   1,"x"
"AtmDep_Cd ","dAtmDepCd ",   1,"x"
"AtmDep_Cu ","dAtmDepCu ",   1,"x"
"AtmDep_Zn ","dAtmDepZn ",   1,"x"
"AtmDep_Hg ","dAtmDepHg ",   1,"x"
"AtmDep_Ni ","dAtmDepNi ",   1,"x"
"AtmDep_Pb ","dAtmDepPb ",   1,"x"
"AtmDep_Cr ","dAtmDepCr ",   1,"x"
"AtmDep_As ","dAtmDepAs ",   1,"x"
"AtmDep_Va ","dAtmDepVa ",   1,"x"
"Dfwast_NO3","dDfwastNO3",   1,"x"
"Dfwast_NH4","dDfwastNH4",   1,"x"
"Dfwast_PO4","dDfwastPO4",   1,"x"
"Dfwast_Si ","dDfwastSi ",   1,"x"
"Dfwast_SO4","dDfwastSO4",   1,"x"
"Dfwast_153","dDfwast153",   1,"x"
"Dfwast_HCB","dDfwastHCB",   1,"x"
"Dfwast_HCH","dDfwastHCH",   1,"x"
"Dfwast_Flu","dDfwastFlu",   1,"x"
"Dfwast_Bap","dDfwastBap",   1,"x"
"Dfwast_Atr","dDfwastAtr",   1,"x"
"Dfwast_Mef","dDfwastMef",   1,"x"
"Dfwast_Diu","dDfwastDiu",   1,"x"
"Dfwast_Cd ","dDfwastCd ",   1,"x"
"Dfwast_Cu ","dDfwastCu ",   1,"x"
"Dfwast_Zn ","dDfwastZn ",   1,"x"
"Dfwast_Hg ","dDfwastHg ",   1,"x"
"Dfwast_Ni ","dDfwastNi ",   1,"x"
"Dfwast_Pb ","dDfwastPb ",   1,"x"
"Dfwast_Cr ","dDfwastCr ",   1,"x"
"Dfwast_As ","dDfwastAs ",   1,"x"
"Dfwast_Va ","dDfwastVa ",   1,"x"
"NH3free   ","dDumNH3fre",   1,"x"
"PosOXY    ","dDumPosOXY",   1,"x"
"Secchi    ","dDumSecchi",   1,"x"
"Prod_TEWOR","dTEWORBOD ",   1,"x"
"Prod_TEWOR","dTEWORBOD2",   2,"x"
"Prod_TEWOR","dTEWORBOD3",   3,"x"
"Prod_TEWOR","dTEWORCOD ",   4,"x"
"Prod_TEWOR","dTEWOROXY ",   5,"x"
"Prod_TEWOR","dTEWORORGN",   6,"x"
"Prod_TEWOR","dTEWORNH4 ",   7,"x"
"Prod_TEWOR","dTEWORNO3 ",   8,"x"
"Prod_TEWOR","dTEWOROON ",   9,"x"
"Prod_TEWOR","dTEWORECol",  10,"x"
"PartS1_OMP","dSorpOMPS1",   1," "
"PartS2_OMP","dSorpOMPS2",   1," "
"PartWK_OMP","dSorpOMP  ",   1," "
"Volat_OMP ","dVolatOMP ",   1,"x"
"Los_WK_OMP","dLossOMP  ",   1,"x"
"Los_S1_OMP","dLossOMPS1",   1,"x"
"Los_S2_OMP","dLossOMPS2",   1,"x"
"Sed_OMP   ","dSedOMP   ",   1,"x"
"AtmDep_OMP","dAtmDepOMP",   1,"x"
"Dfwast_OMP","dDfwastOMP",   1,"x"
"Damrear   ","dDamrear  ",   1,"x"
"TRSOXY    ","dTRSOXY   ",   1,"x"
"APATITE   ","dPrecAPPO4",   1,"x"
"APATITE   ","dDissAPPO4",   2,"x"
"HarveZoop ","dDumHZoop ",   1,"x"
"HarveMuss ","dDumHMuss ",   1,"x"
"HarveG3   ","dDumHGra3 ",   1,"x"
"HarveG4   ","dDumHGra4 ",   1,"x"
"HarveG5   ","dDumHGra5 ",   1,"x"
"VBGrowth01","dVB01     ",   1,"x"
"VBMort01  ","dMrtC1VB01",   1,"x"
"VBMort01  ","dMrtC3VB01",   2,"x"
"VBMort01  ","dMrtC4VB01",   3,"x"
"VBMort01  ","dMrtC2VB01",   4,"x"
"VBMort01  ","dMrtC5VB01",   5,"x"
"VB01_Mrt3W","dMC2VB01P1",   1,"x"
"VB01_Mrt3W","dMC2VB01P2",   2,"x"
"VB01_Mrt3W","dMC2VB01P3",   3,"x"
"VB01_Mrt3W","dMN2VB01P1",   4,"x"
"VB01_Mrt3W","dMN2VB01P2",   5,"x"
"VB01_Mrt3W","dMN2VB01P3",   6,"x"
"VB01_Mrt3W","dMP2VB01P1",   7,"x"
"VB01_Mrt3W","dMP2VB01P2",   8,"x"
"VB01_Mrt3W","dMP2VB01P3",   9,"x"
"VB01_Mrt3W","dMS2VB01P1",  10,"x"
"VB01_Mrt3W","dMS2VB01P2",  11,"x"
"VB01_Mrt3W","dMS2VB01P3",  12,"x"
"VB01_Mrt3W","dMC1VB01P5",  13,"x"
"VB01_Mrt3W","dMC3VB01P5",  14,"x"
"VB01_Mrt3W","dMN1VB01P5",  15,"x"
"VB01_Mrt3W","dMN3VB01P5",  16,"x"
"VB01_Mrt3W","dMP1VB01P5",  17,"x"
"VB01_Mrt3W","dMP3VB01P5",  18,"x"
"VB01_Mrt3W","dMS1VB01P5",  19,"x"
"VB01_Mrt3W","dMS3VB01P5",  20,"x"
"VB01_Mrt3S","dMC5VB01P1",   1,"x"
"VB01_Mrt3S","dMC5VB01P2",   2,"x"
"VB01_Mrt3S","dMC5VB01P3",   3,"x"
"VB01_Mrt3S","dMN5VB01P1",   4,"x"
"VB01_Mrt3S","dMN5VB01P2",   5,"x"
"VB01_Mrt3S","dMN5VB01P3",   6,"x"
"VB01_Mrt3S","dMP5VB01P1",   7,"x"
"VB01_Mrt3S","dMP5VB01P2",   8,"x"
"VB01_Mrt3S","dMP5VB01P3",   9,"x"
"VB01_Mrt3S","dMS5VB01P1",  10,"x"
"VB01_Mrt3S","dMS5VB01P2",  11,"x"
"VB01_Mrt3S","dMS5VB01P3",  12,"x"
"VB01_Mrt3S","dMC4VB01P5",  13,"x"
"VB01_Mrt3S","dMN4VB01P5",  14,"x"
"VB01_Mrt3S","dMP4VB01P5",  15,"x"
"VB01_Mrt3S","dMS4VB01P5",  16,"x"
"VB01_Upt3D","dN1VB01upy",   1,"x"
"VB01_Upt3D","dN2VB01upy",   2,"x"
"VB01_Upt3D","dP1VB01upy",   3,"x"
"VB01_Upt3D","dP2VB01upy",   4,"x"
